Entry,Accession,Trait,Latitude,Longitude,Group,Photoperiod,Value
M. sinensis var. condensatus 'Cabaret',UI10-00012,Leaf number,,,C Japan Msi,15,12.88888889
M. sinensis x M. sacchariflorus 2x  'PMS-300',PMS-300,Leaf number,30.87438333,120.1449,,15,13.77777778
M. ×giganteus 'Illinois',UI10-00107,Reproductive shoot number,,,,10,5.333333333
M. floridulus  'NG77-022',PI417947,Reproductive shoot number,-3.55,143.6333333,SE China Msi,10,0
M. floridulus 'US56-0022-03',PI230189,Reproductive shoot number,-20.91,165.33,SE China Msi,10,0
M. sacchariflorus 'Hortico',UI10-00008,Reproductive shoot number,,,NE China/Korea/Russia 2x Msa,10,9
M. sinensis 'EBI-2008-32a',EBI-2008-32a,Reproductive shoot number,43.3931,141.43225,N Japan Msi,10,0
M. sinensis 'EBI-2008-51c',EBI-2008-51c,Reproductive shoot number,43.44818333,142.64555,N Japan Msi,10,0
M. sinensis 'Flamingo',UI10-00041,Reproductive shoot number,,,C Japan Msi,10,0
M. sinensis 'Gracillimus',UI10-00048,Reproductive shoot number,,,S Japan Msi,10,0
M. sinensis 'Koike-11a',Koike-11a,Reproductive shoot number,38,138.36,C Japan Msi,10,0
M. sinensis 'Koike-12b',Koike-12b,Reproductive shoot number,36.7,137.19,C Japan Msi,10,0
M. sinensis 'Koike-21c',Koike-21c,Reproductive shoot number,32.16,130.39,S Japan Msi,10,0.666666667
M. sinensis 'Miyazaki 1.5',UI11-00001.5,Reproductive shoot number,31.83,131.42,S Japan Msi,10,0
M. sinensis 'Nippon',UI10-00074,Reproductive shoot number,,,S Japan Msi,10,0.333333333
M. sinensis 'Onna-1',OKA-2010-001,Reproductive shoot number,26.44585,127.806144,SE China Msi,10,0
M. sinensis 'PMS-130',PMS-130,Reproductive shoot number,33.45548333,105.1373833,Yangtze-Qinling Msi,10,1.666666667
M. sinensis 'PMS-159',PMS-159,Reproductive shoot number,34.12948333,111.04395,Yangtze-Qinling Msi,10,0.666666667
M. sinensis 'PMS-161',PMS-161,Reproductive shoot number,35.72196667,112.3247667,Yangtze-Qinling Msi,10,0.666666667
M. sinensis 'PMS-164',PMS-164,Reproductive shoot number,37.34001667,114.2810333,Yangtze-Qinling Msi,10,0
M. sinensis 'PMS-204',PMS-204,Reproductive shoot number,31.70131667,114.8741167,Yangtze-Qinling Msi,10,0
M. sinensis 'PMS-226',PMS-226,Reproductive shoot number,26.62055,106.75145,Sichuan Msi,10,8.333333333
M. sinensis 'PMS-306',PMS-306,Reproductive shoot number,29.89176667,119.8417167,Yangtze-Qinling Msi,10,0
M. sinensis 'PMS-314',PMS-314,Reproductive shoot number,26.52793333,119.6324333,Yangtze-Qinling Msi,10,1.333333333
M. sinensis 'PMS-347',PMS-347,Reproductive shoot number,24.16798333,115.8838667,SE China Msi,10,4
M. sinensis 'PMS-359',PMS-359,Reproductive shoot number,22.91336667,112.3369667,SE China Msi,10,2.333333333
M. sinensis 'PMS-375',PMS-375,Reproductive shoot number,19.63043333,110.2908833,SE China Msi,10,1
M. sinensis 'PMS-382',PMS-382,Reproductive shoot number,18.90558333,109.5137833,SE China Msi,10,2.333333333
M. sinensis 'PMS-436',PMS-436,Reproductive shoot number,41.31701667,123.7384,"Korea, N China Msi",10,0
M. sinensis 'PMS-438',PMS-438,Reproductive shoot number,41.32883333,123.6902667,"Korea, N China Msi",10,2
M. sinensis 'Sugadaira 2.4',UI11-00002.4,Reproductive shoot number,36,138.12,C Japan Msi,10,0
M. sinensis 'Teshio 3.3',UI11-00003.3,Reproductive shoot number,44.91666667,141.9833333,N Japan Msi,10,0
M. sinensis 'T?hoku-2010-015a',T?hoku-2010-015a,Reproductive shoot number,40.21601,140.22625,N Japan Msi,10,0.5
M. sinensis 'Uruma-1b',OKA-2010-002,Reproductive shoot number,26.340312,127.854968,SE China Msi,10,0
M. sinensis var. condensatus 'Cabaret',UI10-00012,Reproductive shoot number,,,C Japan Msi,10,0
M. sinensis x M. sacchariflorus 2x  'PMS-300',PMS-300,Reproductive shoot number,30.87438333,120.1449,,10,0
M. ×giganteus 'Illinois',UI10-00107,Reproductive shoot number,,,,12.5,8.333333333
M. floridulus  'NG77-022',PI417947,Reproductive shoot number,-3.55,143.6333333,SE China Msi,12.5,6
M. floridulus 'US56-0022-03',PI230189,Reproductive shoot number,-20.91,165.33,SE China Msi,12.5,13.66666667
M. sacchariflorus 'Hortico',UI10-00008,Reproductive shoot number,,,NE China/Korea/Russia 2x Msa,12.5,9.666666667
M. sinensis 'EBI-2008-32a',EBI-2008-32a,Reproductive shoot number,43.3931,141.43225,N Japan Msi,12.5,0
M. sinensis 'EBI-2008-51c',EBI-2008-51c,Reproductive shoot number,43.44818333,142.64555,N Japan Msi,12.5,2
M. sinensis 'Flamingo',UI10-00041,Reproductive shoot number,,,C Japan Msi,12.5,1.666666667
M. sinensis 'Gracillimus',UI10-00048,Reproductive shoot number,,,S Japan Msi,12.5,0
M. sinensis 'Koike-11a',Koike-11a,Reproductive shoot number,38,138.36,C Japan Msi,12.5,0
M. sinensis 'Koike-12b',Koike-12b,Reproductive shoot number,36.7,137.19,C Japan Msi,12.5,0
M. sinensis 'Koike-21c',Koike-21c,Reproductive shoot number,32.16,130.39,S Japan Msi,12.5,4.666666667
M. sinensis 'Miyazaki 1.5',UI11-00001.5,Reproductive shoot number,31.83,131.42,S Japan Msi,12.5,3.666666667
M. sinensis 'Nippon',UI10-00074,Reproductive shoot number,,,S Japan Msi,12.5,4
M. sinensis 'Onna-1',OKA-2010-001,Reproductive shoot number,26.44585,127.806144,SE China Msi,12.5,0
M. sinensis 'PMS-130',PMS-130,Reproductive shoot number,33.45548333,105.1373833,Yangtze-Qinling Msi,12.5,0
M. sinensis 'PMS-159',PMS-159,Reproductive shoot number,34.12948333,111.04395,Yangtze-Qinling Msi,12.5,0
M. sinensis 'PMS-161',PMS-161,Reproductive shoot number,35.72196667,112.3247667,Yangtze-Qinling Msi,12.5,0
M. sinensis 'PMS-164',PMS-164,Reproductive shoot number,37.34001667,114.2810333,Yangtze-Qinling Msi,12.5,0
M. sinensis 'PMS-204',PMS-204,Reproductive shoot number,31.70131667,114.8741167,Yangtze-Qinling Msi,12.5,0
M. sinensis 'PMS-226',PMS-226,Reproductive shoot number,26.62055,106.75145,Sichuan Msi,12.5,38.33333333
M. sinensis 'PMS-306',PMS-306,Reproductive shoot number,29.89176667,119.8417167,Yangtze-Qinling Msi,12.5,5
M. sinensis 'PMS-314',PMS-314,Reproductive shoot number,26.52793333,119.6324333,Yangtze-Qinling Msi,12.5,0
M. sinensis 'PMS-347',PMS-347,Reproductive shoot number,24.16798333,115.8838667,SE China Msi,12.5,29.66666667
M. sinensis 'PMS-359',PMS-359,Reproductive shoot number,22.91336667,112.3369667,SE China Msi,12.5,35.33333333
M. sinensis 'PMS-375',PMS-375,Reproductive shoot number,19.63043333,110.2908833,SE China Msi,12.5,38
M. sinensis 'PMS-382',PMS-382,Reproductive shoot number,18.90558333,109.5137833,SE China Msi,12.5,19
M. sinensis 'PMS-436',PMS-436,Reproductive shoot number,41.31701667,123.7384,"Korea, N China Msi",12.5,0
M. sinensis 'PMS-438',PMS-438,Reproductive shoot number,41.32883333,123.6902667,"Korea, N China Msi",12.5,0
M. sinensis 'Sugadaira 2.4',UI11-00002.4,Reproductive shoot number,36,138.12,C Japan Msi,12.5,0
M. sinensis 'Teshio 3.3',UI11-00003.3,Reproductive shoot number,44.91666667,141.9833333,N Japan Msi,12.5,0
M. sinensis 'T?hoku-2010-015a',T?hoku-2010-015a,Reproductive shoot number,40.21601,140.22625,N Japan Msi,12.5,0
M. sinensis 'Uruma-1b',OKA-2010-002,Reproductive shoot number,26.340312,127.854968,SE China Msi,12.5,0
M. sinensis var. condensatus 'Cabaret',UI10-00012,Reproductive shoot number,,,C Japan Msi,12.5,1.666666667
M. sinensis x M. sacchariflorus 2x  'PMS-300',PMS-300,Reproductive shoot number,30.87438333,120.1449,,12.5,0
M. ×giganteus 'Illinois',UI10-00107,Reproductive shoot number,,,,15,10
M. floridulus  'NG77-022',PI417947,Reproductive shoot number,-3.55,143.6333333,SE China Msi,15,7
M. floridulus 'US56-0022-03',PI230189,Reproductive shoot number,-20.91,165.33,SE China Msi,15,0
M. sacchariflorus 'Hortico',UI10-00008,Reproductive shoot number,,,NE China/Korea/Russia 2x Msa,15,11.66666667
M. sinensis 'EBI-2008-32a',EBI-2008-32a,Reproductive shoot number,43.3931,141.43225,N Japan Msi,15,9.333333333
M. sinensis 'EBI-2008-51c',EBI-2008-51c,Reproductive shoot number,43.44818333,142.64555,N Japan Msi,15,8
M. sinensis 'Flamingo',UI10-00041,Reproductive shoot number,,,C Japan Msi,15,19
M. sinensis 'Gracillimus',UI10-00048,Reproductive shoot number,,,S Japan Msi,15,19
M. sinensis 'Koike-11a',Koike-11a,Reproductive shoot number,38,138.36,C Japan Msi,15,13.66666667
M. sinensis 'Koike-12b',Koike-12b,Reproductive shoot number,36.7,137.19,C Japan Msi,15,14
M. sinensis 'Koike-21c',Koike-21c,Reproductive shoot number,32.16,130.39,S Japan Msi,15,16
M. sinensis 'Miyazaki 1.5',UI11-00001.5,Reproductive shoot number,31.83,131.42,S Japan Msi,15,5.333333333
M. sinensis 'Nippon',UI10-00074,Reproductive shoot number,,,S Japan Msi,15,54.33333333
M. sinensis 'Onna-1',OKA-2010-001,Reproductive shoot number,26.44585,127.806144,SE China Msi,15,13.66666667
M. sinensis 'PMS-130',PMS-130,Reproductive shoot number,33.45548333,105.1373833,Yangtze-Qinling Msi,15,2.666666667
M. sinensis 'PMS-159',PMS-159,Reproductive shoot number,34.12948333,111.04395,Yangtze-Qinling Msi,15,14.33333333
M. sinensis 'PMS-161',PMS-161,Reproductive shoot number,35.72196667,112.3247667,Yangtze-Qinling Msi,15,7.333333333
M. sinensis 'PMS-164',PMS-164,Reproductive shoot number,37.34001667,114.2810333,Yangtze-Qinling Msi,15,27
M. sinensis 'PMS-204',PMS-204,Reproductive shoot number,31.70131667,114.8741167,Yangtze-Qinling Msi,15,19.33333333
M. sinensis 'PMS-226',PMS-226,Reproductive shoot number,26.62055,106.75145,Sichuan Msi,15,26.66666667
M. sinensis 'PMS-306',PMS-306,Reproductive shoot number,29.89176667,119.8417167,Yangtze-Qinling Msi,15,24.66666667
M. sinensis 'PMS-314',PMS-314,Reproductive shoot number,26.52793333,119.6324333,Yangtze-Qinling Msi,15,19.66666667
M. sinensis 'PMS-347',PMS-347,Reproductive shoot number,24.16798333,115.8838667,SE China Msi,15,21.33333333
M. sinensis 'PMS-359',PMS-359,Reproductive shoot number,22.91336667,112.3369667,SE China Msi,15,7
M. sinensis 'PMS-375',PMS-375,Reproductive shoot number,19.63043333,110.2908833,SE China Msi,15,0
M. sinensis 'PMS-382',PMS-382,Reproductive shoot number,18.90558333,109.5137833,SE China Msi,15,0
M. sinensis 'PMS-436',PMS-436,Reproductive shoot number,41.31701667,123.7384,"Korea, N China Msi",15,8
M. sinensis 'PMS-438',PMS-438,Reproductive shoot number,41.32883333,123.6902667,"Korea, N China Msi",15,26.33333333
M. sinensis 'Sugadaira 2.4',UI11-00002.4,Reproductive shoot number,36,138.12,C Japan Msi,15,13
M. sinensis 'Teshio 3.3',UI11-00003.3,Reproductive shoot number,44.91666667,141.9833333,N Japan Msi,15,6.333333333
M. sinensis 'T?hoku-2010-015a',T?hoku-2010-015a,Reproductive shoot number,40.21601,140.22625,N Japan Msi,15,16
M. sinensis 'Uruma-1b',OKA-2010-002,Reproductive shoot number,26.340312,127.854968,SE China Msi,15,2.666666667
M. sinensis var. condensatus 'Cabaret',UI10-00012,Reproductive shoot number,,,C Japan Msi,15,3
M. sinensis x M. sacchariflorus 2x  'PMS-300',PMS-300,Reproductive shoot number,30.87438333,120.1449,,15,15.33333333
M. ×giganteus 'Illinois',UI10-00107,Reproductive shoot ratio,,,,10,0.152433684
M. floridulus  'NG77-022',PI417947,Reproductive shoot ratio,-3.55,143.6333333,SE China Msi,10,0
M. floridulus 'US56-0022-03',PI230189,Reproductive shoot ratio,-20.91,165.33,SE China Msi,10,0
M. sacchariflorus 'Hortico',UI10-00008,Reproductive shoot ratio,,,NE China/Korea/Russia 2x Msa,10,0.492575525
M. sinensis 'EBI-2008-32a',EBI-2008-32a,Reproductive shoot ratio,43.3931,141.43225,N Japan Msi,10,0
M. sinensis 'EBI-2008-51c',EBI-2008-51c,Reproductive shoot ratio,43.44818333,142.64555,N Japan Msi,10,0
M. sinensis 'Flamingo',UI10-00041,Reproductive shoot ratio,,,C Japan Msi,10,0
M. sinensis 'Gracillimus',UI10-00048,Reproductive shoot ratio,,,S Japan Msi,10,0
M. sinensis 'Koike-11a',Koike-11a,Reproductive shoot ratio,38,138.36,C Japan Msi,10,0
M. sinensis 'Koike-12b',Koike-12b,Reproductive shoot ratio,36.7,137.19,C Japan Msi,10,0
M. sinensis 'Koike-21c',Koike-21c,Reproductive shoot ratio,32.16,130.39,S Japan Msi,10,0.00952381
M. sinensis 'Miyazaki 1.5',UI11-00001.5,Reproductive shoot ratio,31.83,131.42,S Japan Msi,10,0
M. sinensis 'Nippon',UI10-00074,Reproductive shoot ratio,,,S Japan Msi,10,0.00085034
M. sinensis 'Onna-1',OKA-2010-001,Reproductive shoot ratio,26.44585,127.806144,SE China Msi,10,0
M. sinensis 'PMS-130',PMS-130,Reproductive shoot ratio,33.45548333,105.1373833,Yangtze-Qinling Msi,10,0.019218382
M. sinensis 'PMS-159',PMS-159,Reproductive shoot ratio,34.12948333,111.04395,Yangtze-Qinling Msi,10,0.004958343
M. sinensis 'PMS-161',PMS-161,Reproductive shoot ratio,35.72196667,112.3247667,Yangtze-Qinling Msi,10,0.02020202
M. sinensis 'PMS-164',PMS-164,Reproductive shoot ratio,37.34001667,114.2810333,Yangtze-Qinling Msi,10,0
M. sinensis 'PMS-204',PMS-204,Reproductive shoot ratio,31.70131667,114.8741167,Yangtze-Qinling Msi,10,0
M. sinensis 'PMS-226',PMS-226,Reproductive shoot ratio,26.62055,106.75145,Sichuan Msi,10,0.066672404
M. sinensis 'PMS-306',PMS-306,Reproductive shoot ratio,29.89176667,119.8417167,Yangtze-Qinling Msi,10,0
M. sinensis 'PMS-314',PMS-314,Reproductive shoot ratio,26.52793333,119.6324333,Yangtze-Qinling Msi,10,0.013617587
M. sinensis 'PMS-347',PMS-347,Reproductive shoot ratio,24.16798333,115.8838667,SE China Msi,10,0.034683281
M. sinensis 'PMS-359',PMS-359,Reproductive shoot ratio,22.91336667,112.3369667,SE China Msi,10,0.020535301
M. sinensis 'PMS-375',PMS-375,Reproductive shoot ratio,19.63043333,110.2908833,SE China Msi,10,0.010830606
M. sinensis 'PMS-382',PMS-382,Reproductive shoot ratio,18.90558333,109.5137833,SE China Msi,10,0.02670291
M. sinensis 'PMS-436',PMS-436,Reproductive shoot ratio,41.31701667,123.7384,"Korea, N China Msi",10,0
M. sinensis 'PMS-438',PMS-438,Reproductive shoot ratio,41.32883333,123.6902667,"Korea, N China Msi",10,0.01499413
M. sinensis 'Sugadaira 2.4',UI11-00002.4,Reproductive shoot ratio,36,138.12,C Japan Msi,10,0
M. sinensis 'Teshio 3.3',UI11-00003.3,Reproductive shoot ratio,44.91666667,141.9833333,N Japan Msi,10,0
M. sinensis 'T?hoku-2010-015a',T?hoku-2010-015a,Reproductive shoot ratio,40.21601,140.22625,N Japan Msi,10,0.009433962
M. sinensis 'Uruma-1b',OKA-2010-002,Reproductive shoot ratio,26.340312,127.854968,SE China Msi,10,0
M. sinensis var. condensatus 'Cabaret',UI10-00012,Reproductive shoot ratio,,,C Japan Msi,10,0
M. sinensis x M. sacchariflorus 2x  'PMS-300',PMS-300,Reproductive shoot ratio,30.87438333,120.1449,,10,0
M. ×giganteus 'Illinois',UI10-00107,Reproductive shoot ratio,,,,12.5,0.197189662
M. floridulus  'NG77-022',PI417947,Reproductive shoot ratio,-3.55,143.6333333,SE China Msi,12.5,0.225274725
M. floridulus 'US56-0022-03',PI230189,Reproductive shoot ratio,-20.91,165.33,SE China Msi,12.5,0.352949134
M. sacchariflorus 'Hortico',UI10-00008,Reproductive shoot ratio,,,NE China/Korea/Russia 2x Msa,12.5,0.168664717
M. sinensis 'EBI-2008-32a',EBI-2008-32a,Reproductive shoot ratio,43.3931,141.43225,N Japan Msi,12.5,0
M. sinensis 'EBI-2008-51c',EBI-2008-51c,Reproductive shoot ratio,43.44818333,142.64555,N Japan Msi,12.5,0.037808642
M. sinensis 'Flamingo',UI10-00041,Reproductive shoot ratio,,,C Japan Msi,12.5,0.013971675
M. sinensis 'Gracillimus',UI10-00048,Reproductive shoot ratio,,,S Japan Msi,12.5,0
M. sinensis 'Koike-11a',Koike-11a,Reproductive shoot ratio,38,138.36,C Japan Msi,12.5,0
M. sinensis 'Koike-12b',Koike-12b,Reproductive shoot ratio,36.7,137.19,C Japan Msi,12.5,0
M. sinensis 'Koike-21c',Koike-21c,Reproductive shoot ratio,32.16,130.39,S Japan Msi,12.5,0.052323523
M. sinensis 'Miyazaki 1.5',UI11-00001.5,Reproductive shoot ratio,31.83,131.42,S Japan Msi,12.5,0.088291157
M. sinensis 'Nippon',UI10-00074,Reproductive shoot ratio,,,S Japan Msi,12.5,0.030769231
M. sinensis 'Onna-1',OKA-2010-001,Reproductive shoot ratio,26.44585,127.806144,SE China Msi,12.5,0
M. sinensis 'PMS-130',PMS-130,Reproductive shoot ratio,33.45548333,105.1373833,Yangtze-Qinling Msi,12.5,0
M. sinensis 'PMS-159',PMS-159,Reproductive shoot ratio,34.12948333,111.04395,Yangtze-Qinling Msi,12.5,0
M. sinensis 'PMS-161',PMS-161,Reproductive shoot ratio,35.72196667,112.3247667,Yangtze-Qinling Msi,12.5,0
M. sinensis 'PMS-164',PMS-164,Reproductive shoot ratio,37.34001667,114.2810333,Yangtze-Qinling Msi,12.5,0
M. sinensis 'PMS-204',PMS-204,Reproductive shoot ratio,31.70131667,114.8741167,Yangtze-Qinling Msi,12.5,0
M. sinensis 'PMS-226',PMS-226,Reproductive shoot ratio,26.62055,106.75145,Sichuan Msi,12.5,0.399851927
M. sinensis 'PMS-306',PMS-306,Reproductive shoot ratio,29.89176667,119.8417167,Yangtze-Qinling Msi,12.5,0.058427674
M. sinensis 'PMS-314',PMS-314,Reproductive shoot ratio,26.52793333,119.6324333,Yangtze-Qinling Msi,12.5,0
M. sinensis 'PMS-347',PMS-347,Reproductive shoot ratio,24.16798333,115.8838667,SE China Msi,12.5,0.22147255
M. sinensis 'PMS-359',PMS-359,Reproductive shoot ratio,22.91336667,112.3369667,SE China Msi,12.5,0.375166096
M. sinensis 'PMS-375',PMS-375,Reproductive shoot ratio,19.63043333,110.2908833,SE China Msi,12.5,0.612936822
M. sinensis 'PMS-382',PMS-382,Reproductive shoot ratio,18.90558333,109.5137833,SE China Msi,12.5,0.397222222
M. sinensis 'PMS-436',PMS-436,Reproductive shoot ratio,41.31701667,123.7384,"Korea, N China Msi",12.5,0
M. sinensis 'PMS-438',PMS-438,Reproductive shoot ratio,41.32883333,123.6902667,"Korea, N China Msi",12.5,0
M. sinensis 'Sugadaira 2.4',UI11-00002.4,Reproductive shoot ratio,36,138.12,C Japan Msi,12.5,0
M. sinensis 'Teshio 3.3',UI11-00003.3,Reproductive shoot ratio,44.91666667,141.9833333,N Japan Msi,12.5,0
M. sinensis 'T?hoku-2010-015a',T?hoku-2010-015a,Reproductive shoot ratio,40.21601,140.22625,N Japan Msi,12.5,0
M. sinensis 'Uruma-1b',OKA-2010-002,Reproductive shoot ratio,26.340312,127.854968,SE China Msi,12.5,0
M. sinensis var. condensatus 'Cabaret',UI10-00012,Reproductive shoot ratio,,,C Japan Msi,12.5,0.041854991
M. sinensis x M. sacchariflorus 2x  'PMS-300',PMS-300,Reproductive shoot ratio,30.87438333,120.1449,,12.5,0
M. ×giganteus 'Illinois',UI10-00107,Reproductive shoot ratio,,,,15,0.354216771
M. floridulus  'NG77-022',PI417947,Reproductive shoot ratio,-3.55,143.6333333,SE China Msi,15,0.632142857
M. floridulus 'US56-0022-03',PI230189,Reproductive shoot ratio,-20.91,165.33,SE China Msi,15,0
M. sacchariflorus 'Hortico',UI10-00008,Reproductive shoot ratio,,,NE China/Korea/Russia 2x Msa,15,0.451178451
M. sinensis 'EBI-2008-32a',EBI-2008-32a,Reproductive shoot ratio,43.3931,141.43225,N Japan Msi,15,0.293133371
M. sinensis 'EBI-2008-51c',EBI-2008-51c,Reproductive shoot ratio,43.44818333,142.64555,N Japan Msi,15,0.266666667
M. sinensis 'Flamingo',UI10-00041,Reproductive shoot ratio,,,C Japan Msi,15,0.385650624
M. sinensis 'Gracillimus',UI10-00048,Reproductive shoot ratio,,,S Japan Msi,15,0.179087367
M. sinensis 'Koike-11a',Koike-11a,Reproductive shoot ratio,38,138.36,C Japan Msi,15,0.391908213
M. sinensis 'Koike-12b',Koike-12b,Reproductive shoot ratio,36.7,137.19,C Japan Msi,15,0.358974359
M. sinensis 'Koike-21c',Koike-21c,Reproductive shoot ratio,32.16,130.39,S Japan Msi,15,0.384980237
M. sinensis 'Miyazaki 1.5',UI11-00001.5,Reproductive shoot ratio,31.83,131.42,S Japan Msi,15,0.297222222
M. sinensis 'Nippon',UI10-00074,Reproductive shoot ratio,,,S Japan Msi,15,0.558135609
M. sinensis 'Onna-1',OKA-2010-001,Reproductive shoot ratio,26.44585,127.806144,SE China Msi,15,0.306330749
M. sinensis 'PMS-130',PMS-130,Reproductive shoot ratio,33.45548333,105.1373833,Yangtze-Qinling Msi,15,0.376984127
M. sinensis 'PMS-159',PMS-159,Reproductive shoot ratio,34.12948333,111.04395,Yangtze-Qinling Msi,15,0.445321637
M. sinensis 'PMS-161',PMS-161,Reproductive shoot ratio,35.72196667,112.3247667,Yangtze-Qinling Msi,15,0.556801994
M. sinensis 'PMS-164',PMS-164,Reproductive shoot ratio,37.34001667,114.2810333,Yangtze-Qinling Msi,15,0.562766541
M. sinensis 'PMS-204',PMS-204,Reproductive shoot ratio,31.70131667,114.8741167,Yangtze-Qinling Msi,15,0.359986505
M. sinensis 'PMS-226',PMS-226,Reproductive shoot ratio,26.62055,106.75145,Sichuan Msi,15,0.430990126
M. sinensis 'PMS-306',PMS-306,Reproductive shoot ratio,29.89176667,119.8417167,Yangtze-Qinling Msi,15,0.400799223
M. sinensis 'PMS-314',PMS-314,Reproductive shoot ratio,26.52793333,119.6324333,Yangtze-Qinling Msi,15,0.584885812
M. sinensis 'PMS-347',PMS-347,Reproductive shoot ratio,24.16798333,115.8838667,SE China Msi,15,0.303660445
M. sinensis 'PMS-359',PMS-359,Reproductive shoot ratio,22.91336667,112.3369667,SE China Msi,15,0.139041394
M. sinensis 'PMS-375',PMS-375,Reproductive shoot ratio,19.63043333,110.2908833,SE China Msi,15,0
M. sinensis 'PMS-382',PMS-382,Reproductive shoot ratio,18.90558333,109.5137833,SE China Msi,15,0
M. sinensis 'PMS-436',PMS-436,Reproductive shoot ratio,41.31701667,123.7384,"Korea, N China Msi",15,0.331451613
M. sinensis 'PMS-438',PMS-438,Reproductive shoot ratio,41.32883333,123.6902667,"Korea, N China Msi",15,0.489518066
M. sinensis 'Sugadaira 2.4',UI11-00002.4,Reproductive shoot ratio,36,138.12,C Japan Msi,15,0.223820602
M. sinensis 'Teshio 3.3',UI11-00003.3,Reproductive shoot ratio,44.91666667,141.9833333,N Japan Msi,15,0.218104839
M. sinensis 'T?hoku-2010-015a',T?hoku-2010-015a,Reproductive shoot ratio,40.21601,140.22625,N Japan Msi,15,0.421052632
M. sinensis 'Uruma-1b',OKA-2010-002,Reproductive shoot ratio,26.340312,127.854968,SE China Msi,15,0.052360775
M. sinensis var. condensatus 'Cabaret',UI10-00012,Reproductive shoot ratio,,,C Japan Msi,15,0.066205534
M. sinensis x M. sacchariflorus 2x  'PMS-300',PMS-300,Reproductive shoot ratio,30.87438333,120.1449,,15,0.186439043
M. ×giganteus 'Illinois',UI10-00107,Shoot number,,,,10,35
M. floridulus  'NG77-022',PI417947,Shoot number,-3.55,143.6333333,SE China Msi,10,9.5
M. floridulus 'US56-0022-03',PI230189,Shoot number,-20.91,165.33,SE China Msi,10,31.66666667
M. sacchariflorus 'Hortico',UI10-00008,Shoot number,,,NE China/Korea/Russia 2x Msa,10,22
M. sinensis 'EBI-2008-32a',EBI-2008-32a,Shoot number,43.3931,141.43225,N Japan Msi,10,77.66666667
M. sinensis 'EBI-2008-51c',EBI-2008-51c,Shoot number,43.44818333,142.64555,N Japan Msi,10,74.5
M. sinensis 'Flamingo',UI10-00041,Shoot number,,,C Japan Msi,10,72.33333333
M. sinensis 'Gracillimus',UI10-00048,Shoot number,,,S Japan Msi,10,364
M. sinensis 'Koike-11a',Koike-11a,Shoot number,38,138.36,C Japan Msi,10,85.66666667
M. sinensis 'Koike-12b',Koike-12b,Shoot number,36.7,137.19,C Japan Msi,10,129
M. sinensis 'Koike-21c',Koike-21c,Shoot number,32.16,130.39,S Japan Msi,10,59
M. sinensis 'Miyazaki 1.5',UI11-00001.5,Shoot number,31.83,131.42,S Japan Msi,10,19.66666667
M. sinensis 'Nippon',UI10-00074,Shoot number,,,S Japan Msi,10,376
M. sinensis 'Onna-1',OKA-2010-001,Shoot number,26.44585,127.806144,SE China Msi,10,55
M. sinensis 'PMS-130',PMS-130,Shoot number,33.45548333,105.1373833,Yangtze-Qinling Msi,10,91.66666667
M. sinensis 'PMS-159',PMS-159,Shoot number,34.12948333,111.04395,Yangtze-Qinling Msi,10,138.3333333
M. sinensis 'PMS-161',PMS-161,Shoot number,35.72196667,112.3247667,Yangtze-Qinling Msi,10,36.33333333
M. sinensis 'PMS-164',PMS-164,Shoot number,37.34001667,114.2810333,Yangtze-Qinling Msi,10,90.33333333
M. sinensis 'PMS-204',PMS-204,Shoot number,31.70131667,114.8741167,Yangtze-Qinling Msi,10,158.3333333
M. sinensis 'PMS-226',PMS-226,Shoot number,26.62055,106.75145,Sichuan Msi,10,123.6666667
M. sinensis 'PMS-306',PMS-306,Shoot number,29.89176667,119.8417167,Yangtze-Qinling Msi,10,120
M. sinensis 'PMS-314',PMS-314,Shoot number,26.52793333,119.6324333,Yangtze-Qinling Msi,10,102.3333333
M. sinensis 'PMS-347',PMS-347,Shoot number,24.16798333,115.8838667,SE China Msi,10,124.6666667
M. sinensis 'PMS-359',PMS-359,Shoot number,22.91336667,112.3369667,SE China Msi,10,109.3333333
M. sinensis 'PMS-375',PMS-375,Shoot number,19.63043333,110.2908833,SE China Msi,10,114
M. sinensis 'PMS-382',PMS-382,Shoot number,18.90558333,109.5137833,SE China Msi,10,72.66666667
M. sinensis 'PMS-436',PMS-436,Shoot number,41.31701667,123.7384,"Korea, N China Msi",10,88
M. sinensis 'PMS-438',PMS-438,Shoot number,41.32883333,123.6902667,"Korea, N China Msi",10,141.6666667
M. sinensis 'Sugadaira 2.4',UI11-00002.4,Shoot number,36,138.12,C Japan Msi,10,69.66666667
M. sinensis 'Teshio 3.3',UI11-00003.3,Shoot number,44.91666667,141.9833333,N Japan Msi,10,55.33333333
M. sinensis 'T?hoku-2010-015a',T?hoku-2010-015a,Shoot number,40.21601,140.22625,N Japan Msi,10,70
M. sinensis 'Uruma-1b',OKA-2010-002,Shoot number,26.340312,127.854968,SE China Msi,10,73.66666667
M. sinensis var. condensatus 'Cabaret',UI10-00012,Shoot number,,,C Japan Msi,10,96.66666667
M. sinensis x M. sacchariflorus 2x  'PMS-300',PMS-300,Shoot number,30.87438333,120.1449,,10,178.6666667
M. ×giganteus 'Illinois',UI10-00107,Shoot number,,,,12.5,45
M. floridulus  'NG77-022',PI417947,Shoot number,-3.55,143.6333333,SE China Msi,12.5,27
